file_name,folder,upload_date,image_format,resource_type,width,height,aspect_ratio,megabytes,secure_url,image,"Material
a = asphalt shingle   t = clay tile
mb = mod bit           m = metal
p = pvc/tpo               e = epdm
ra = rolled asphalt    c = roof coating 
b = ballasted            bur = built-up",Overhang,"Damage
s = severe
m = minor
n = none",Ponding,"Rust
s = severe
m = minor
n = none",Shape,"Construction
c = construction","Wear & tear
n = none
l = likely
y = yes","Patching
e = extensive
m = moderate
n = none",VA_ID,status,assignment,comments,upload_status,https://drive.google.com/drive/u/0/folders/1S5GIW6aQzm-ufVvLxUApawxmvyS7Oz8R
Screen_Shot_2018-10-11_at_12.08.37_PM,,,png,image,458,502,0.91235,0.433564,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285262/Screen_Shot_2018-10-11_at_12.08.37_PM.png,,t,,,,,,,,,VA621,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.08.14_PM,,,png,image,860,844,1.01896,1.276644,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285262/Screen_Shot_2018-10-11_at_12.08.14_PM.png,,a,,,,,,,,,VA622,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.08.57_PM,,,png,image,860,904,0.95133,1.499924,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285263/Screen_Shot_2018-10-11_at_12.08.57_PM.png,,t,,,,,,,,,VA623,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.09.03_PM,,,png,image,754,768,0.98177,1.0305,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285263/Screen_Shot_2018-10-11_at_12.09.03_PM.png,,u,,,,,,,,,VA624,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.08.40_PM,,,png,image,566,682,0.82991,0.668999,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285263/Screen_Shot_2018-10-11_at_12.08.40_PM.png,,m,,,,,,,,,VA625,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.08.27_PM,,,png,image,662,658,1.00608,0.789436,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285264/Screen_Shot_2018-10-11_at_12.08.27_PM.png,,t,,,,,,,,,VA626,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.09.25_PM,,,png,image,422,448,0.94196,0.341166,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285264/Screen_Shot_2018-10-11_at_12.09.25_PM.png,,m,,,,,,,,,VA627,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.09.57_PM,,,png,image,964,1046,0.92161,1.749206,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285265/Screen_Shot_2018-10-11_at_12.09.57_PM.png,,t,,,,,,,,,VA628,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.09.07_PM,,,png,image,800,796,1.00503,0.993146,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285265/Screen_Shot_2018-10-11_at_12.09.07_PM.png,,p,,,,,,,,,VA629,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.10.36_PM,,,png,image,792,844,0.93839,1.208882,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285266/Screen_Shot_2018-10-11_at_12.10.36_PM.png,,t,,,,,,,,,VA630,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.10.35_PM,,,png,image,652,596,1.09396,0.687654,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285266/Screen_Shot_2018-10-11_at_12.10.35_PM.png,,t,,,,,,,,,VA631,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.10.21_PM,,,png,image,842,780,1.07949,1.178741,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285266/Screen_Shot_2018-10-11_at_12.10.21_PM.png,,m,,,,,,,,,VA632,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.09.12_PM,,,png,image,1048,1044,1.00383,1.954308,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285266/Screen_Shot_2018-10-11_at_12.09.12_PM.png,,t,,,,,,,,,VA633,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.08.43_PM,,,png,image,620,598,1.03679,0.69018,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285267/Screen_Shot_2018-10-11_at_12.08.43_PM.png,,m,,,,,,,,,VA634,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.10.39_PM,,,png,image,580,594,0.97643,0.631646,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285267/Screen_Shot_2018-10-11_at_12.10.39_PM.png,,a,,,,,,,,,VA635,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.11.31_PM,,,png,image,890,838,1.06205,1.271151,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285268/Screen_Shot_2018-10-11_at_12.11.31_PM.png,,mb,,,,,,,,,VA636,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.11.21_PM,,,png,image,504,568,0.88732,0.531867,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285268/Screen_Shot_2018-10-11_at_12.11.21_PM.png,,m,,,,,,,,,VA637,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.09.43_PM,,,png,image,1186,1174,1.01022,2.404733,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285269/Screen_Shot_2018-10-11_at_12.09.43_PM.png,,mb,,,,,,,,,VA638,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.11.28_PM,,,png,image,1198,1134,1.05644,2.219819,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285269/Screen_Shot_2018-10-11_at_12.11.28_PM.png,,m,,,,,,,,,VA639,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.10.53_PM,,,png,image,920,872,1.05505,1.380181,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285269/Screen_Shot_2018-10-11_at_12.10.53_PM.png,,m,,,,,,,,,VA640,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.11.32_PM,,,png,image,840,702,1.19658,0.952464,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285272/Screen_Shot_2018-10-11_at_12.11.32_PM.png,,a,,,,,,,,,VA641,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.11.39_PM,,,png,image,552,576,0.95833,0.531866,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285273/Screen_Shot_2018-10-11_at_12.11.39_PM.png,,p,,,,,,,,,VA642,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.11.41_PM,,,png,image,520,486,1.06996,0.378089,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285273/Screen_Shot_2018-10-11_at_12.11.41_PM.png,,p,,,,,,,,,VA643,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.11.45_PM,,,png,image,788,848,0.92925,1.158046,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285274/Screen_Shot_2018-10-11_at_12.11.45_PM.png,,m,,,,,,,,,VA644,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.11.36_PM,,,png,image,596,660,0.90303,0.672295,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285274/Screen_Shot_2018-10-11_at_12.11.36_PM.png,,c-mb,,,,,,,,,VA645,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.12.41_PM,,,png,image,790,868,0.91014,1.046499,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285276/Screen_Shot_2018-10-11_at_12.12.41_PM.png,,m,,m,,,,,,,VA646,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.11.50_PM,,,png,image,690,646,1.06811,0.715873,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285276/Screen_Shot_2018-10-11_at_12.11.50_PM.png,,m,,,,,,,,,VA647,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.11.48_PM,,,png,image,640,710,0.90141,0.780487,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285276/Screen_Shot_2018-10-11_at_12.11.48_PM.png,,m,,,,,,,,,VA648,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.12.27_PM,,,png,image,920,920,1,1.449362,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285277/Screen_Shot_2018-10-11_at_12.12.27_PM.png,,m,,,,,,,,,VA649,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.12.55_PM,,,png,image,890,866,1.02771,1.189224,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285279/Screen_Shot_2018-10-11_at_12.12.55_PM.png,,p,,,,,,,,,VA650,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.12.57_PM,,,png,image,606,528,1.14773,0.516351,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285279/Screen_Shot_2018-10-11_at_12.12.57_PM.png,,p,,m,,,,,,,VA651,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.12.43_PM,,,png,image,1184,1038,1.14066,1.871167,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285279/Screen_Shot_2018-10-11_at_12.12.43_PM.png,,mb,,,,,,,l,,VA652,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.12.51_PM,,,png,image,804,742,1.08356,0.853382,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285280/Screen_Shot_2018-10-11_at_12.12.51_PM.png,,m,,,,,,,,,VA653,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.13.22_PM,,,png,image,626,744,0.8414,0.71801,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285280/Screen_Shot_2018-10-11_at_12.13.22_PM.png,,m,,,,,,,,,VA654,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.13.04_PM,,,png,image,658,668,0.98503,0.712789,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285280/Screen_Shot_2018-10-11_at_12.13.04_PM.png,,a,,,,,,,,,VA655,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.13.12_PM,,,png,image,536,542,0.98893,0.520228,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285280/Screen_Shot_2018-10-11_at_12.13.12_PM.png,,a,,,,,,,,,VA656,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.13.40_PM,,,png,image,656,716,0.9162,0.82252,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285282/Screen_Shot_2018-10-11_at_12.13.40_PM.png,,m,,,,,,,,,VA657,x,Pratyush,,uploaded,
Screen_Shot_2018-10-11_at_12.13.27_PM,,,png,image,548,550,0.99636,0.520289,https://res.cloudinary.com/mtylerpreston/image/upload/v1539285282/Screen_Shot_2018-10-11_at_12.13.27_PM.png,,m,,,,,,,,,VA658,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.37.59_PM,,,png,image,1076,976,1.10246,1.822342,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674825/Screen_Shot_2018-11-19_at_4.37.59_PM.png,,mb,,,,,,,,e,VA659,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.37.51_PM,,,png,image,1196,1136,1.05282,2.132857,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674357/Screen_Shot_2018-11-19_at_4.37.51_PM.png,,mb-c,,,,,,,,,VA660,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.37.46_PM,,,png,image,1060,1008,1.05159,1.672345,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674355/Screen_Shot_2018-11-19_at_4.37.46_PM.png,,p,,,,,,,,,VA661,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.37.30_PM,,,png,image,842,820,1.02683,1.229614,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674355/Screen_Shot_2018-11-19_at_4.37.30_PM.png,,t,,,,,,,,,VA662,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.37.40_PM,,,png,image,718,650,1.10462,0.774281,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674354/Screen_Shot_2018-11-19_at_4.37.40_PM.png,,m,,,,,,,,,VA663,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.37.25_PM,,,png,image,626,596,1.05034,0.626498,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674354/Screen_Shot_2018-11-19_at_4.37.25_PM.png,,t,,,,,,,,,VA664,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.37.22_PM,,,png,image,792,790,1.00253,0.99688,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674354/Screen_Shot_2018-11-19_at_4.37.22_PM.png,,t,,,,,,,,,VA665,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.37.18_PM,,,png,image,1188,1090,1.08991,1.459171,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674354/Screen_Shot_2018-11-19_at_4.37.18_PM.png,,p,,,,,,,,,VA666,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.37.01_PM,,,png,image,734,768,0.95573,0.95879,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674352/Screen_Shot_2018-11-19_at_4.37.01_PM.png,,p,,,,,,,,,VA667,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.36.57_PM,,,png,image,612,582,1.05155,0.609598,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674351/Screen_Shot_2018-11-19_at_4.36.57_PM.png,,mb,,,,,,,,,VA668,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.36.55_PM,,,png,image,916,818,1.1198,1.144816,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674351/Screen_Shot_2018-11-19_at_4.36.55_PM.png,,p,,,,,,,,,VA669,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.36.51_PM,,,png,image,714,672,1.0625,0.81409,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674350/Screen_Shot_2018-11-19_at_4.36.51_PM.png,,p,,,,,,,,,VA670,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.36.37_PM,,,png,image,1034,974,1.0616,1.637904,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674350/Screen_Shot_2018-11-19_at_4.36.37_PM.png,,mb,,,,,,,,,VA671,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.36.44_PM,,,png,image,874,930,0.93978,1.323336,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674350/Screen_Shot_2018-11-19_at_4.36.44_PM.png,,p,,,,,,,,,VA672,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.36.33_PM,,,png,image,1138,952,1.19538,1.542687,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674349/Screen_Shot_2018-11-19_at_4.36.33_PM.png,,c,,,,,,,,,VA673,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.36.10_PM,,,png,image,812,736,1.10326,0.99548,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674348/Screen_Shot_2018-11-19_at_4.36.10_PM.png,,p,,,,,,,,m,VA674,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.36.19_PM,,,png,image,926,1262,0.73376,1.982796,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674347/Screen_Shot_2018-11-19_at_4.36.19_PM.png,,mb,,,,,,,,,VA675,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.36.14_PM,,,png,image,932,944,0.98729,1.482883,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674347/Screen_Shot_2018-11-19_at_4.36.14_PM.png,,mb,,,,,,,,,VA676,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.36.25_PM,,,png,image,916,710,1.29014,1.03013,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674347/Screen_Shot_2018-11-19_at_4.36.25_PM.png,,p,,,,,,,,,VA677,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.36.17_PM,,,png,image,792,1104,0.71739,1.528744,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674347/Screen_Shot_2018-11-19_at_4.36.17_PM.png,,mb,,,,,,,,,VA678,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.36.06_PM,,,png,image,866,742,1.16712,1.125717,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674345/Screen_Shot_2018-11-19_at_4.36.06_PM.png,,mb-c,,,,,,,,,VA679,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.35.58_PM,,,png,image,1018,790,1.28861,1.195423,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674345/Screen_Shot_2018-11-19_at_4.35.58_PM.png,,bur,,,,,,,,,VA680,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.35.56_PM,,,png,image,996,932,1.06867,1.425252,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674343/Screen_Shot_2018-11-19_at_4.35.56_PM.png,,c,,,,,,,,m,VA681,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.36.02_PM,,,png,image,748,684,1.09357,0.830079,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674343/Screen_Shot_2018-11-19_at_4.36.02_PM.png,,p,,,,,,,,,VA682,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.34.38_PM,,,png,image,1250,1320,0.94697,2.66925,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674342/Screen_Shot_2018-11-19_at_4.34.38_PM.png,,ra,,,,,,,,,VA683,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.35.54_PM,,,png,image,714,680,1.05,0.766317,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674342/Screen_Shot_2018-11-19_at_4.35.54_PM.png,,c,,,,,,,,,VA684,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.35.52_PM,,,png,image,948,898,1.05568,1.318701,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674342/Screen_Shot_2018-11-19_at_4.35.52_PM.png,,c-p,,,,,,,,,VA685,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.34.32_PM,,,png,image,1564,1396,1.12034,3.302422,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674339/Screen_Shot_2018-11-19_at_4.34.32_PM.png,,p,,,,,,,,,VA686,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.35.36_PM,,,png,image,716,700,1.02286,0.871901,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674339/Screen_Shot_2018-11-19_at_4.35.36_PM.png,,p,,,,,,,,,VA687,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.35.31_PM,,,png,image,962,934,1.02998,1.524469,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674339/Screen_Shot_2018-11-19_at_4.35.31_PM.png,,c,,,,,,,,,VA688,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.35.27_PM,,,png,image,980,932,1.0515,1.532887,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674338/Screen_Shot_2018-11-19_at_4.35.27_PM.png,,mb,,,,,,,,,VA689,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.35.34_PM,,,png,image,826,798,1.03509,1.157606,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674338/Screen_Shot_2018-11-19_at_4.35.34_PM.png,,p-e,,,,,,,,,VA690,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.35.21_PM,,,png,image,1240,1052,1.17871,1.978602,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674338/Screen_Shot_2018-11-19_at_4.35.21_PM.png,,p,,,,,,,,,VA691,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.35.24_PM,,,png,image,1018,1118,0.91055,1.946979,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674336/Screen_Shot_2018-11-19_at_4.35.24_PM.png,,p,,,,,,,,,VA692,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.34.55_PM,,,png,image,960,928,1.03448,1.392959,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674334/Screen_Shot_2018-11-19_at_4.34.55_PM.png,,ra,,,,,,,,,VA693,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.34.42_PM,,,png,image,644,640,1.00625,0.679418,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674334/Screen_Shot_2018-11-19_at_4.34.42_PM.png,,c,,,,,,,,,VA694,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.34.53_PM,,,png,image,626,656,0.95427,0.624288,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674333/Screen_Shot_2018-11-19_at_4.34.53_PM.png,,p,,,,,,,,,VA695,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.34.35_PM,,,png,image,898,906,0.99117,1.358619,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674333/Screen_Shot_2018-11-19_at_4.34.35_PM.png,,mb,,,,,,,,e,VA696,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.34.48_PM,,,png,image,412,472,0.87288,0.311802,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674333/Screen_Shot_2018-11-19_at_4.34.48_PM.png,,p,,,,,,,,n,VA697,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.34.09_PM,,,png,image,1268,1210,1.04793,2.719881,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674331/Screen_Shot_2018-11-19_at_4.34.09_PM.png,,bur,,,,,,,,e,VA698,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.34.18_PM,,,png,image,662,606,1.09241,0.642716,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674330/Screen_Shot_2018-11-19_at_4.34.18_PM.png,,m,,,,,,,,n,VA699,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.34.23_PM,,,png,image,610,604,1.00993,0.630998,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674329/Screen_Shot_2018-11-19_at_4.34.23_PM.png,,m,,,,,,,,n,VA700,x,Pratyush,,uploaded,
Screen_Shot_2018-11-19_at_4.34.25_PM,,,png,image,610,554,1.10108,0.583957,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674329/Screen_Shot_2018-11-19_at_4.34.25_PM.png,,m,,,,,,,,n,VA701,x,shashi,,uploaded,
Screen_Shot_2018-11-19_at_4.34.02_PM,,,png,image,1112,1048,1.06107,1.74627,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674329/Screen_Shot_2018-11-19_at_4.34.02_PM.png,,bur,,,,,,,,n,VA702,x,shashi,,uploaded,
Screen_Shot_2018-11-19_at_4.33.56_PM,,,png,image,1206,1116,1.08065,2.204477,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674329/Screen_Shot_2018-11-19_at_4.33.56_PM.png,,e,,,,,,,,n,VA703,x,shashi,,uploaded,
Screen_Shot_2018-11-19_at_4.33.52_PM,,,png,image,1048,1074,0.97579,1.644592,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674327/Screen_Shot_2018-11-19_at_4.33.52_PM.png,,mb,,,,,,,,n,VA704,x,shashi,,uploaded,
Screen_Shot_2018-11-19_at_4.33.48_PM,,,png,image,858,786,1.0916,1.206803,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674326/Screen_Shot_2018-11-19_at_4.33.48_PM.png,,c,,,,,,,,,VA705,x,shashi,,uploaded,
Screen_Shot_2018-11-19_at_4.33.36_PM,,,png,image,1150,1070,1.07477,2.023874,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674326/Screen_Shot_2018-11-19_at_4.33.36_PM.png,,b,,,,,,,,,VA706,x,shashi,,uploaded,
Screen_Shot_2018-11-19_at_4.33.46_PM,,,png,image,824,802,1.02743,1.012951,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674325/Screen_Shot_2018-11-19_at_4.33.46_PM.png,,p,,,,,,,,,VA707,x,shashi,,uploaded,
Screen_Shot_2018-11-19_at_4.33.40_PM,,,png,image,958,800,1.1975,1.326493,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674325/Screen_Shot_2018-11-19_at_4.33.40_PM.png,,c,,,,,,,,e,VA708,x,shashi,,uploaded,
Screen_Shot_2018-11-19_at_4.33.42_PM,,,png,image,900,786,1.14504,1.10209,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674324/Screen_Shot_2018-11-19_at_4.33.42_PM.png,,p,,,,,,,,,VA709,x,shashi,,uploaded,
Screen_Shot_2018-11-19_at_4.33.32_PM,,,png,image,504,460,1.09565,0.400793,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674323/Screen_Shot_2018-11-19_at_4.33.32_PM.png,,p,,,,,,,,,VA710,x,shashi,,uploaded,
Screen_Shot_2018-11-19_at_4.33.25_PM,,,png,image,556,556,1,0.563635,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674322/Screen_Shot_2018-11-19_at_4.33.25_PM.png,,p,,,,,,,,,VA711,x,shashi,,uploaded,
Screen_Shot_2018-11-19_at_4.33.18_PM,,,png,image,1052,964,1.09129,1.693889,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674322/Screen_Shot_2018-11-19_at_4.33.18_PM.png,,c,,,,,,,,,VA712,x,shashi,,uploaded,
Screen_Shot_2018-11-19_at_4.33.22_PM,,,png,image,796,732,1.08743,0.95533,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674322/Screen_Shot_2018-11-19_at_4.33.22_PM.png,,mb,,,,,,,,m,VA713,x,shashi,,uploaded,
Screen_Shot_2018-11-19_at_4.32.47_PM,,,png,image,700,620,1.12903,0.720911,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674321/Screen_Shot_2018-11-19_at_4.32.47_PM.png,,a,,,,,,,,,VA714,x,shashi,,uploaded,
Screen_Shot_2018-11-19_at_4.32.40_PM,,,png,image,846,782,1.08184,1.092755,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674320/Screen_Shot_2018-11-19_at_4.32.40_PM.png,,a,,,,,,,,,VA715,x,shashi,,uploaded,
Screen_Shot_2018-11-19_at_4.32.43_PM,,,png,image,780,738,1.05691,0.912998,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674320/Screen_Shot_2018-11-19_at_4.32.43_PM.png,,m,,,,,,,,,VA716,x,shashi,,uploaded,
Screen_Shot_2018-11-19_at_4.32.23_PM,,,png,image,952,928,1.02586,1.381364,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674319/Screen_Shot_2018-11-19_at_4.32.23_PM.png,,m,,,,,,,,,VA717,x,shashi,,uploaded,
Screen_Shot_2018-11-19_at_4.32.38_PM,,,png,image,884,834,1.05995,1.234976,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674318/Screen_Shot_2018-11-19_at_4.32.38_PM.png,,m,,,,,,,,,VA718,x,shashi,,uploaded,
Screen_Shot_2018-11-19_at_4.32.36_PM,,,png,image,892,758,1.17678,1.136772,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674318/Screen_Shot_2018-11-19_at_4.32.36_PM.png,,a,,s,,,,,,,VA719,x,shashi,,uploaded,
Screen_Shot_2018-11-19_at_4.32.29_PM,,,png,image,648,596,1.08725,0.629601,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674317/Screen_Shot_2018-11-19_at_4.32.29_PM.png,,a,,n,,,,,,,VA720,x,shashi,,uploaded,
Screen_Shot_2018-11-19_at_4.32.25_PM,,,png,image,958,948,1.01055,1.442726,https://res.cloudinary.com/mtylerpreston/image/upload/v1542674317/Screen_Shot_2018-11-19_at_4.32.25_PM.png,,m,,n,,,,,,,VA721,x,shashi,,uploaded,
